UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
RIO DE JANEIRO,TERESOPOLIS,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO DE JANEIRO,TERESOPOLIS,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,NATAL,AUDI/Q3 2.0 TFSI,2024,3.0
RIO GRANDE DO NORTE,NATAL,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI A3 SEDAN 2.0,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q3 2.0 TFSI,2024,2.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q7 HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,PARNAMIRIM,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,ALTO FELIZ,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,ALVORADA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,ALVORADA,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,BAGE,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q5 2.0 TFSI,2024,5.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q6 ETRON QUATTRO,2024,1.0
RIO GRANDE DO SUL,BOM PRINCIPIO,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CACHOEIRINHA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
RIO GRANDE DO SUL,CAMAQUA,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CAMPO BOM,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CANOAS,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CANOAS,I/AUDI Q3 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,CAPAO DA CANOA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CAPAO DA CANOA,I/AUDI A3 SEDAN 2.0,2024,1.0
RIO GRANDE DO SUL,CARAZINHO,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CARLOS BARBOSA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,CARLOS BARBOSA,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,CARLOS BARBOSA,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CASCA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CAXIAS DO SUL,AUDI/Q3 2.0 TFSI,2024,6.0
RIO GRANDE DO SUL,CAXIAS DO SUL,AUDI/Q3 SPB 2.0 TFSI,2024,3.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI A3 SEDAN 2.0,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI A5 2.0 SB QUATTRO,2024,3.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q3 2.0 TFSI,2024,6.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q3 SPB 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q5 2.0 TFSI,2024,7.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q5 P-HIBRIDO,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI RS6 AV PERF HIB,2024,1.0
RIO GRANDE DO SUL,DOIS IRMAOS,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,ESTRELA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,FARROUPILHA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,FARROUPILHA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,FARROUPILHA,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,FLORES DA CUNHA,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,GARIBALDI,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GARIBALDI,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GARIBALDI,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,GRAMADO,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GRAVATAI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,GRAVATAI,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GRAVATAI,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GUAIBA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GUAPORE,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,GUAPORE,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,IGREJINHA,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO GRANDE DO SUL,IJUI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,IJUI,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,IJUI,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,IVOTI,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,LAGOA VERMELHA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,LAGOA VERMELHA,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,LAJEADO,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,LAJEADO,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,MONTENEGRO,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,MONTENEGRO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,NOVA PETROPOLIS,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,NOVA PRATA,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO GRANDE DO SUL,NOVO HAMBURGO,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,NOVO HAMBURGO,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,NOVO HAMBURGO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,NOVO HAMBURGO,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,NOVO HAMBURGO,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,NOVO HAMBURGO,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,NOVO HAMBURGO,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,PALMEIRA DAS MISSOES,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,PALMEIRA DAS MISSOES,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,PASSO FUNDO,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,PASSO FUNDO,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,PASSO FUNDO,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,PELOTAS,I/AUDI Q3 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,PELOTAS,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,PELOTAS,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
RIO GRANDE DO SUL,PORTAO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,PORTO ALEGRE,AUDI/Q3 2.0 TFSI,2024,14.0
RIO GRANDE DO SUL,PORTO ALEGRE,AUDI/Q3 SPB 2.0 TFSI,2024,6.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI A3 SB HIBRIDO,2024,3.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI A3 SD HIBRIDO,2024,2.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI A3 SEDAN 2.0,2024,4.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI A4 2.0 SE QUATTRO,2024,3.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q3 2.0 TFSI,2024,12.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q3 SPB 2.0 TFSI,2024,8.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q5 2.0 TFSI,2024,8.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q5 P-HIBRIDO,2024,9.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q5 SB P-HIBRIDO,2024,3.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q6 ETRON QUATTRO,2024,1.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q7 HIBRIDO,2024,3.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,PORTO ALEGRE,I/AUDI RS6 AV PERF HIB,2024,1.0
RIO GRANDE DO SUL,RIO GRANDE,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,RIO GRANDE,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,SANTA CRUZ DO SUL,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,SANTA CRUZ DO SUL,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,SANTA MARIA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,SANTA MARIA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,SANTO ANGELO,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,SANTO ANGELO,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,SAO BORJA,I/AUDI Q8 SB HIBRIDO,2024,2.0
RIO GRANDE DO SUL,SAO LEOPOLDO,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,SAO LEOPOLDO,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,SAO LEOPOLDO,I/AUDI Q5 2.0 TFSI,2024,3.0
RIO GRANDE DO SUL,SAO SEBASTIAO DO CAI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,SERTAO SANTANA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,SERTAO SANTANA,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,SOBRADINHO,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,TAQUARA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,TENENTE PORTELA,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
RIO GRANDE DO SUL,VACARIA,AUDI/Q3 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,VENANCIO AIRES,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,VERANOPOLIS,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,XANGRI-LA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,XANGRI-LA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,APIUNA,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,ARAQUARI,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,ARARANGUA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,BALNEARIO CAMBORIU,AUDI/Q3 2.0 TFSI,2024,14.0
SANTA CATARINA,BALNEARIO CAMBORIU,AUDI/Q3 SPB 2.0 TFSI,2024,6.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI A3 SB HIBRIDO,2024,4.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI A3 SD HIBRIDO,2024,1.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI A3 SEDAN 2.0,2024,5.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI A5 2.0 SB QUATTRO,2024,9.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q3 2.0 TFSI,2024,14.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q3 SPB 2.0 TFSI,2024,4.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q5 2.0 TFSI,2024,12.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q5 P-HIBRIDO,2024,10.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q5 SB P-HIBRIDO,2024,4.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q6 ETRON QUATTRO,2024,1.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q7 HIBRIDO,2024,2.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI Q8 SB HIBRIDO,2024,5.0
SANTA CATARINA,BALNEARIO CAMBORIU,I/AUDI RS6 AV PERF HIB,2024,1.0
SANTA CATARINA,BALNEARIO DE PICARRAS,I/AUDI Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,BARRA VELHA,I/AUDI Q5 P-HIBRIDO,2024,2.0
SANTA CATARINA,BENEDITO NOVO,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,BIGUACU,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,BIGUACU,I/AUDI A3 SD HIBRIDO,2024,1.0
SANTA CATARINA,BLUMENAU,AUDI/Q3 2.0 TFSI,2024,12.0
SANTA CATARINA,BLUMENAU,AUDI/Q3 SPB 2.0 TFSI,2024,6.0
SANTA CATARINA,BLUMENAU,I/AUDI A3 SB HIBRIDO,2024,1.0
SANTA CATARINA,BLUMENAU,I/AUDI A3 SD HIBRIDO,2024,4.0
SANTA CATARINA,BLUMENAU,I/AUDI A3 SEDAN 2.0,2024,2.0
SANTA CATARINA,BLUMENAU,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
SANTA CATARINA,BLUMENAU,I/AUDI A5 2.0 SB QUATTRO,2024,3.0
SANTA CATARINA,BLUMENAU,I/AUDI Q3 2.0 TFSI,2024,20.0
SANTA CATARINA,BLUMENAU,I/AUDI Q3 SPB 2.0 TFSI,2024,12.0
SANTA CATARINA,BLUMENAU,I/AUDI Q5 2.0 TFSI,2024,28.0
SANTA CATARINA,BLUMENAU,I/AUDI Q5 P-HIBRIDO,2024,11.0
SANTA CATARINA,BLUMENAU,I/AUDI Q5 SB P-HIBRIDO,2024,17.0
SANTA CATARINA,BLUMENAU,I/AUDI Q6 ETRON QUATTRO,2024,4.0
SANTA CATARINA,BLUMENAU,I/AUDI Q7 HIBRIDO,2024,2.0
SANTA CATARINA,BLUMENAU,I/AUDI Q8 SB HIBRIDO,2024,3.0
SANTA CATARINA,BLUMENAU,I/AUDI RS6 AV PERF HIB,2024,2.0
SANTA CATARINA,BOMBINHAS,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,BOMBINHAS,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SANTA CATARINA,BOMBINHAS,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SANTA CATARINA,BOMBINHAS,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,BOMBINHAS,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,BRUSQUE,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,BRUSQUE,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,CACADOR,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,CACADOR,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,CACADOR,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,CACADOR,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,CAMPOS NOVOS,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,CANOINHAS,I/AUDI A3 SEDAN 2.0,2024,1.0
SANTA CATARINA,CHAPECO,I/AUDI A3 SB HIBRIDO,2024,2.0
SANTA CATARINA,COCAL DO SUL,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,CONCORDIA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,CONCORDIA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SANTA CATARINA,CORDILHEIRA ALTA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,CORDILHEIRA ALTA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,CRICIUMA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SANTA CATARINA,CRICIUMA,I/AUDI Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,CRICIUMA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,CRICIUMA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,CRICIUMA,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
SANTA CATARINA,DIONISIO CERQUEIRA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SANTA CATARINA,FLORIANOPOLIS,AUDI/Q3 2.0 TFSI,2024,9.0
SANTA CATARINA,FLORIANOPOLIS,AUDI/Q3 SPB 2.0 TFSI,2024,3.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI A3 SB HIBRIDO,2024,4.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI A3 SEDAN 2.0,2024,3.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI A5 2.0 SB QUATTRO,2024,7.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q3 2.0 TFSI,2024,15.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q3 SPB 2.0 TFSI,2024,5.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q5 2.0 TFSI,2024,11.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q5 P-HIBRIDO,2024,9.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q5 SB P-HIBRIDO,2024,8.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q7 HIBRIDO,2024,2.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI Q8 SB HIBRIDO,2024,6.0
SANTA CATARINA,FLORIANOPOLIS,I/AUDI RS6 AV PERF HIB,2024,2.0
SANTA CATARINA,GAROPABA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,GARUVA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SANTA CATARINA,GARUVA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,GASPAR,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,GASPAR,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SANTA CATARINA,GASPAR,I/AUDI Q5 2.0 TFSI,2024,2.0
SANTA CATARINA,GASPAR,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,GOVERNADOR CELSO RAMOS,I/AUDI Q7 HIBRIDO,2024,1.0
SANTA CATARINA,GUABIRUBA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SANTA CATARINA,GUABIRUBA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,GUARAMIRIM,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SANTA CATARINA,GUARAMIRIM,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,INDAIAL,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,INDAIAL,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,INDAIAL,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,INDAIAL,I/AUDI Q8 SB HIBRIDO,2024,1.0
SANTA CATARINA,ITAJAI,AUDI/Q3 2.0 TFSI,2024,4.0
SANTA CATARINA,ITAJAI,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,ITAJAI,I/AUDI A3 SB HIBRIDO,2024,2.0
SANTA CATARINA,ITAJAI,I/AUDI A3 SEDAN 2.0,2024,1.0
SANTA CATARINA,ITAJAI,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SANTA CATARINA,ITAJAI,I/AUDI A5 2.0 SB QUATTRO,2024,3.0
SANTA CATARINA,ITAJAI,I/AUDI Q3 2.0 TFSI,2024,4.0
SANTA CATARINA,ITAJAI,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SANTA CATARINA,ITAJAI,I/AUDI Q5 2.0 TFSI,2024,6.0
SANTA CATARINA,ITAJAI,I/AUDI Q5 P-HIBRIDO,2024,3.0
SANTA CATARINA,ITAJAI,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,ITAJAI,I/AUDI Q8 SB HIBRIDO,2024,3.0
SANTA CATARINA,ITAJAI,I/AUDI RS6 AV PERF HIB,2024,1.0
SANTA CATARINA,ITAPEMA,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,ITAPEMA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
SANTA CATARINA,ITAPEMA,I/AUDI A3 SD HIBRIDO,2024,1.0
SANTA CATARINA,ITAPEMA,I/AUDI A3 SEDAN 2.0,2024,1.0
SANTA CATARINA,ITAPEMA,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
SANTA CATARINA,ITAPEMA,I/AUDI Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,ITAPEMA,I/AUDI Q5 2.0 TFSI,2024,3.0
SANTA CATARINA,ITAPEMA,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,ITAPEMA,I/AUDI Q5 SB P-HIBRIDO,2024,3.0
SANTA CATARINA,ITAPIRANGA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,ITAPOA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,ITAPOA,I/AUDI Q5 P-HIBRIDO,2024,1.0
SANTA CATARINA,JARAGUA DO SUL,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,JARAGUA DO SUL,I/AUDI Q5 2.0 TFSI,2024,2.0
SANTA CATARINA,JARAGUA DO SUL,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SANTA CATARINA,JOACABA,AUDI/Q3 2.0 TFSI,2024,1.0
SANTA CATARINA,JOACABA,I/AUDI Q5 2.0 TFSI,2024,1.0
SANTA CATARINA,JOINVILLE,AUDI/Q3 2.0 TFSI,2024,10.0
SANTA CATARINA,JOINVILLE,AUDI/Q3 SPB 2.0 TFSI,2024,3.0
SANTA CATARINA,JOINVILLE,I/AUDI A3 SB HIBRIDO,2024,2.0
SANTA CATARINA,JOINVILLE,I/AUDI A3 SEDAN 2.0,2024,2.0
SANTA CATARINA,JOINVILLE,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SANTA CATARINA,JOINVILLE,I/AUDI A5 2.0 SB QUATTRO,2024,7.0
SANTA CATARINA,JOINVILLE,I/AUDI Q3 2.0 TFSI,2024,11.0
SANTA CATARINA,JOINVILLE,I/AUDI Q3 SPB 2.0 TFSI,2024,6.0
